-0.022875464	0.004484164	0.009059282	0.0020947615	0.04984566	-0.07680362	0.0412321	0.042756137	0.12086077	0.017227788	0.016761579	-0.0052332464	-0.05079155	-0.06187617	0.023644555	-0.09235692
-0.083334565	0.04505525	-0.050364994	-0.087054856	0.09929762	-0.16392964	0.07371811	0.17744213	0.0874774	0.055218674	-0.023722306	0.13119228	-0.16469441	0.009769917	0.10526826	-0.12148207
-0.15745944	0.13031498	-0.11050273	-0.1288182	0.11805715	-0.24641828	0.16082953	0.23331293	0.14847249	0.04203786	-0.09298401	0.15578194	-0.19942094	-0.031794418	0.109091476	-0.086044356
0.3976739	-0.3116734	0.37317947	0.42593572	-0.34353754	0.51876676	-0.39893317	-0.51051533	0.319736	-0.3168246	0.4183492	-0.46844888	0.41784763	-0.3763039	-0.42122674	0.5428432
0.014734424	0.029488394	-0.027748499	0.005249275	-0.019510414	-0.041034244	-0.06238578	0.013828085	0.18498997	-0.05592402	0.031297706	-0.08558554	0.0216437	-0.11273255	-0.050711565	0.0030469312
-0.111423925	0.06379433	-0.022420524	-0.03871835	0.010587883	-0.12260538	0.03200692	0.10172678	0.0028827153	0.07619152	-0.05624915	0.06324893	-0.030077932	0.053195063	0.07819976	-0.028994786
0.36040568	-0.37434754	0.41197994	0.41054374	-0.34560898	0.49118492	-0.40910187	-0.43033484	0.28068012	-0.37562862	0.3264701	-0.49361056	0.40405804	-0.3130201	-0.41551375	0.42729858
-0.020788895	0.07505994	-0.036309022	-0.055402875	0.033479787	-0.034591615	0.022917762	0.071254194	0.04895213	-0.007776863	-0.021828486	0.05021556	-0.06997904	0.027138984	0.06912828	-0.090216465
0.3355214	-0.26749346	0.28847623	0.35059023	-0.31700173	0.4100015	-0.2690081	-0.41584453	0.26471305	-0.25232682	0.3255972	-0.38517407	0.3717565	-0.33973345	-0.33990964	0.4113129
0.008705811	0.031423762	0.00786838	-0.017873751	0.051611204	-0.0747105	-0.019910866	0.03458691	0.005011325	0.034423485	0.043496374	0.05555019	0.027836652	0.017917464	0.012511744	-0.048184987
0.44868526	-0.32936117	0.3937866	0.40166685	-0.38073057	0.47813633	-0.38494116	-0.5191782	0.28048265	-0.34861916	0.41909605	-0.4998124	0.41671753	-0.4019604	-0.36552915	0.5251446
-0.10608665	0.021416029	-0.09623262	-0.10637802	0.029316414	-0.11513365	0.11249006	0.13589016	0.08698558	0.048902333	-0.05106246	0.06312349	-0.109091274	-0.024453374	0.11394892	-0.12457101
0.1926919	-0.16143918	0.21199362	0.27791706	-0.20448369	0.2529951	-0.1739014	-0.2725468	0.07567998	-0.17483369	0.19338779	-0.24731182	0.2579361	-0.14942572	-0.22386289	0.34056023
-0.3312853	0.26543897	-0.30254683	-0.31407076	0.28318283	-0.388621	0.3044527	0.42351946	-0.042952243	0.19346714	-0.19387951	0.3191668	-0.3698086	0.17105559	0.25600904	-0.32468408
